FILE:2016-12-01 08:12:32,D:\AWORK\向家坝\向家坝数据\9月数据(2016.9)\9月数据\基岩变位计、回弹仪\基岩变位计（一期）.xlsx
FILE:2016-12-01 08:12:32,D:\AWORK\向家坝\向家坝数据\9月数据(2016.9)\9月数据\基岩变位计、回弹仪\基岩变位计（二期）.xlsx
FILE:2016-12-01 08:12:32,D:\AWORK\向家坝\向家坝数据\空间公司上报的2016年9月月报及数据\2标段内观\左岸高边坡\左岸边坡-铟钢丝位移计.xlsx
FILE:2016-12-01 09:10:14,D:\AWORK\向家坝\向家坝数据\9月数据(2016.9)\9月数据\基岩变位计、回弹仪\基岩变位计（一期）.xlsx
FILE:2016-12-01 09:10:14,D:\AWORK\向家坝\向家坝数据\9月数据(2016.9)\9月数据\基岩变位计、回弹仪\基岩变位计（二期）.xlsx
FILE:2016-12-01 09:10:14,D:\AWORK\向家坝\向家坝数据\空间公司上报的2016年9月月报及数据\2标段内观\左岸高边坡\左岸边坡-铟钢丝位移计.xlsx
FILE:2016-12-01 09:16:03,D:\AWORK\向家坝\向家坝数据\9月数据(2016.9)\9月数据\基岩变位计、回弹仪\基岩变位计（一期）.xlsx
FILE:2016-12-01 09:16:03,D:\AWORK\向家坝\向家坝数据\9月数据(2016.9)\9月数据\基岩变位计、回弹仪\基岩变位计（二期）.xlsx
FILE:2016-12-01 09:16:03,D:\AWORK\向家坝\向家坝数据\空间公司上报的2016年9月月报及数据\2标段内观\左岸高边坡\左岸边坡-铟钢丝位移计.xlsx
FILE:2016-12-01 09:16:14,D:\AWORK\向家坝\向家坝数据\9月数据(2016.9)\9月数据\基岩变位计、回弹仪\基岩变位计（一期）.xlsx
FILE:2016-12-01 09:16:14,D:\AWORK\向家坝\向家坝数据\9月数据(2016.9)\9月数据\基岩变位计、回弹仪\基岩变位计（二期）.xlsx
FILE:2016-12-01 09:16:14,D:\AWORK\向家坝\向家坝数据\空间公司上报的2016年9月月报及数据\2标段内观\左岸高边坡\左岸边坡-铟钢丝位移计.xlsx
FILE:2016-12-01 09:16:39,D:\AWORK\向家坝\向家坝数据\9月数据(2016.9)\9月数据\基岩变位计、回弹仪\基岩变位计（一期）.xlsx
FILE:2016-12-01 09:16:39,D:\AWORK\向家坝\向家坝数据\9月数据(2016.9)\9月数据\基岩变位计、回弹仪\基岩变位计（二期）.xlsx
FILE:2016-12-01 09:16:39,D:\AWORK\向家坝\向家坝数据\空间公司上报的2016年9月月报及数据\2标段内观\左岸高边坡\左岸边坡-铟钢丝位移计.xlsx
FILE:2016-12-01 09:16:49,D:\AWORK\向家坝\向家坝数据\9月数据(2016.9)\9月数据\基岩变位计、回弹仪\基岩变位计（一期）.xlsx
FILE:2016-12-01 09:16:49,D:\AWORK\向家坝\向家坝数据\9月数据(2016.9)\9月数据\基岩变位计、回弹仪\基岩变位计（二期）.xlsx
FILE:2016-12-01 09:16:49,D:\AWORK\向家坝\向家坝数据\空间公司上报的2016年9月月报及数据\2标段内观\左岸高边坡\左岸边坡-铟钢丝位移计.xlsx
FILE:2016-12-01 09:17:55,D:\AWORK\向家坝\向家坝数据\9月数据(2016.9)\9月数据\基岩变位计、回弹仪\基岩变位计（一期）.xlsx
FILE:2016-12-01 09:17:55,D:\AWORK\向家坝\向家坝数据\9月数据(2016.9)\9月数据\基岩变位计、回弹仪\基岩变位计（二期）.xlsx
FILE:2016-12-01 09:17:55,D:\AWORK\向家坝\向家坝数据\空间公司上报的2016年9月月报及数据\2标段内观\左岸高边坡\左岸边坡-铟钢丝位移计.xlsx
FILE:2016-12-01 09:18:05,D:\AWORK\向家坝\向家坝数据\9月数据(2016.9)\9月数据\基岩变位计、回弹仪\基岩变位计（一期）.xlsx
FILE:2016-12-01 09:18:05,D:\AWORK\向家坝\向家坝数据\9月数据(2016.9)\9月数据\基岩变位计、回弹仪\基岩变位计（二期）.xlsx
FILE:2016-12-01 09:18:05,D:\AWORK\向家坝\向家坝数据\空间公司上报的2016年9月月报及数据\2标段内观\左岸高边坡\左岸边坡-铟钢丝位移计.xlsx
FILE:2016-12-01 09:19:19,D:\AWORK\向家坝\向家坝数据\9月数据(2016.9)\9月数据\基岩变位计、回弹仪\基岩变位计（一期）.xlsx
FILE:2016-12-01 09:19:19,D:\AWORK\向家坝\向家坝数据\9月数据(2016.9)\9月数据\基岩变位计、回弹仪\基岩变位计（二期）.xlsx
FILE:2016-12-01 09:19:19,D:\AWORK\向家坝\向家坝数据\空间公司上报的2016年9月月报及数据\2标段内观\左岸高边坡\左岸边坡-铟钢丝位移计.xlsx
FILE:2016-12-01 09:20:36,D:\AWORK\向家坝\向家坝数据\9月数据(2016.9)\9月数据\基岩变位计、回弹仪\基岩变位计（一期）.xlsx
FILE:2016-12-01 09:20:36,D:\AWORK\向家坝\向家坝数据\9月数据(2016.9)\9月数据\基岩变位计、回弹仪\基岩变位计（二期）.xlsx
FILE:2016-12-01 09:20:36,D:\AWORK\向家坝\向家坝数据\空间公司上报的2016年9月月报及数据\2标段内观\左岸高边坡\左岸边坡-铟钢丝位移计.xlsx
FILE:2016-12-01 09:21:27,D:\AWORK\向家坝\向家坝数据\9月数据(2016.9)\9月数据\基岩变位计、回弹仪\基岩变位计（一期）.xlsx
FILE:2016-12-01 09:21:27,D:\AWORK\向家坝\向家坝数据\9月数据(2016.9)\9月数据\基岩变位计、回弹仪\基岩变位计（二期）.xlsx
FILE:2016-12-01 09:21:27,D:\AWORK\向家坝\向家坝数据\空间公司上报的2016年9月月报及数据\2标段内观\左岸高边坡\左岸边坡-铟钢丝位移计.xlsx
FILE:2016-12-01 09:22:35,D:\AWORK\向家坝\向家坝数据\9月数据(2016.9)\9月数据\基岩变位计、回弹仪\基岩变位计（一期）.xlsx
FILE:2016-12-01 09:22:35,D:\AWORK\向家坝\向家坝数据\9月数据(2016.9)\9月数据\基岩变位计、回弹仪\基岩变位计（二期）.xlsx
FILE:2016-12-01 09:22:35,D:\AWORK\向家坝\向家坝数据\空间公司上报的2016年9月月报及数据\2标段内观\左岸高边坡\左岸边坡-铟钢丝位移计.xlsx
FILE:2016-12-01 09:40:44,D:\AWORK\向家坝\向家坝数据\9月数据(2016.9)\9月数据\基岩变位计、回弹仪\基岩变位计（一期）.xlsx
FILE:2016-12-01 09:40:44,D:\AWORK\向家坝\向家坝数据\9月数据(2016.9)\9月数据\基岩变位计、回弹仪\基岩变位计（二期）.xlsx
FILE:2016-12-01 09:40:44,D:\AWORK\向家坝\向家坝数据\空间公司上报的2016年9月月报及数据\2标段内观\左岸高边坡\左岸边坡-铟钢丝位移计.xlsx
写入672行测值
写入672行成果值
FILE:2016-12-01 09:42:32,D:\AWORK\向家坝\向家坝数据\9月数据(2016.9)\9月数据\基岩变位计、回弹仪\基岩变位计（一期）.xlsx
DATA:M1c-3,158,数据误差超限
DATA:M1c-3,159,数据误差超限
DATA:M1c-3,160,数据误差超限
DATA:M1c-3,161,数据误差超限
DATA:M1c-3,162,数据误差超限
DATA:M1c-3,163,数据误差超限
DATA:M1c-3,164,数据误差超限
DATA:M1c-3,165,数据误差超限
DATA:M1c-3,166,数据误差超限
DATA:M1c-3,167,数据误差超限
DATA:M1c-3,168,数据误差超限
DATA:M1c-3,169,数据误差超限
DATA:M1c-3,170,数据误差超限
DATA:M1c-3,171,数据误差超限
DATA:M1c-3,172,数据误差超限
DATA:M1c-3,173,数据误差超限
DATA:M1c-3,174,数据误差超限
DATA:M1c-3,175,数据误差超限
DATA:M1c-3,176,数据误差超限
DATA:M1c-3,177,数据误差超限
DATA:M1c-3,178,数据误差超限
DATA:M1c-3,179,数据误差超限
DATA:M1c-3,180,数据误差超限
DATA:M1c-3,181,数据误差超限
DATA:M1c-3,182,数据误差超限
DATA:M1c-3,183,数据误差超限
DATA:M1c-3,184,数据误差超限
DATA:M1c-3,185,数据误差超限
DATA:M1c-3,186,数据误差超限
DATA:M1c-3,187,数据误差超限
DATA:M1c-3,188,数据误差超限
DATA:M1c-3,189,数据误差超限
DATA:M1c-3,190,数据误差超限
DATA:M1c-3,191,数据误差超限
DATA:M1c-3,192,数据误差超限
DATA:M1c-3,193,数据误差超限
DATA:M1c-3,194,数据误差超限
DATA:M1c-3,195,数据误差超限
DATA:M1c-3,196,数据误差超限
DATA:M1c-3,197,数据误差超限
DATA:M1c-3,198,数据误差超限
DATA:M1c-3,199,数据误差超限
DATA:M1c-3,200,数据误差超限
DATA:M1c-3,201,数据误差超限
DATA:M1c-3,202,数据误差超限
DATA:M1c-3,203,数据误差超限
DATA:M1c-3,204,数据误差超限
DATA:M1c-3,205,数据误差超限
DATA:M1c-3,206,数据误差超限
DATA:M1c-3,207,数据误差超限
DATA:M1c-3,208,数据误差超限
DATA:M1c-3,209,数据误差超限
DATA:M1c-3,210,数据误差超限
DATA:M1c-3,211,数据误差超限
DATA:M1c-3,212,数据误差超限
DATA:M1c-3,213,数据误差超限
DATA:M1c-3,214,数据误差超限
DATA:M1c-3,215,数据误差超限
DATA:M1c-3,216,数据误差超限
DATA:M1c-3,217,数据误差超限
DATA:M1c-3,218,数据误差超限
DATA:M1c-3,219,数据误差超限
DATA:M1c-3,220,数据误差超限
DATA:M1c-3,221,数据误差超限
DATA:M1c-3,222,数据误差超限
DATA:M1c-3,223,数据误差超限
DATA:M1c-3,224,数据误差超限
DATA:M1c-3,225,数据误差超限
DATA:M1c-3,226,数据误差超限
DATA:M1c-3,227,数据误差超限
DATA:M1c-3,228,数据误差超限
DATA:M1c-3,229,数据误差超限
DATA:M1c-3,230,数据误差超限
DATA:M1c-3,231,数据误差超限
DATA:M1c-3,232,数据误差超限
DATA:M1c-3,233,数据误差超限
DATA:M1c-3,234,数据误差超限
DATA:M1c-3,235,数据误差超限
DATA:M1c-3,236,数据误差超限
DATA:M1c-3,237,数据误差超限
DATA:M1c-3,238,数据误差超限
DATA:M1c-3,239,数据误差超限
DATA:M1c-3,240,数据误差超限
DATA:M1c-3,241,数据误差超限
DATA:M1c-3,242,数据误差超限
DATA:M1c-3,243,数据误差超限
DATA:M1c-3,244,数据误差超限
DATA:M1c-3,245,数据误差超限
DATA:M1c-3,246,数据误差超限
DATA:M1c-3,247,数据误差超限
DATA:M1c-3,248,数据误差超限
DATA:M1c-3,249,数据误差超限
DATA:M1c-3,250,数据误差超限
DATA:M1c-3,251,数据误差超限
DATA:M1c-3,252,数据误差超限
DATA:M1c-3,253,数据误差超限
DATA:M1c-3,254,数据误差超限
DATA:M1c-3,255,数据误差超限
DATA:M1c-3,256,数据误差超限
DATA:M1c-3,257,数据误差超限
DATA:M1c-3,258,数据误差超限
DATA:M1c-3,259,数据误差超限
DATA:M1c-3,260,数据误差超限
DATA:M1c-3,261,数据误差超限
DATA:M1c-3,262,数据误差超限
DATA:M1c-3,263,数据误差超限
DATA:M1c-3,264,数据误差超限
DATA:M1c-3,265,数据误差超限
DATA:M1c-3,266,数据误差超限
DATA:M1c-3,267,数据误差超限
DATA:M1c-3,268,数据误差超限
DATA:M1c-3,269,数据误差超限
DATA:M1c-3,270,数据误差超限
DATA:M1c-3,271,数据误差超限
DATA:M1c-3,272,数据误差超限
DATA:M1c-3,273,数据误差超限
DATA:M1c-3,274,数据误差超限
DATA:M1c-3,275,数据误差超限
DATA:M1c-3,276,数据误差超限
DATA:M1c-3,277,数据误差超限
DATA:M1c-3,278,数据误差超限
DATA:M1c-3,279,数据误差超限
DATA:M1c-3,280,数据误差超限
DATA:M1c-3,281,数据误差超限
DATA:M1c-3,282,数据误差超限
DATA:M1c-3,283,数据误差超限
DATA:M1c-3,284,数据误差超限
DATA:M1c-3,285,数据误差超限
DATA:M1c-3,286,数据误差超限
DATA:M1c-3,287,数据误差超限
DATA:M1c-3,288,数据误差超限
DATA:M1c-3,289,数据误差超限
DATA:M1c-3,290,数据误差超限
DATA:M1c-3,291,数据误差超限
DATA:M1c-3,292,数据误差超限
DATA:M1c-3,293,数据误差超限
DATA:M1c-3,294,数据误差超限
DATA:M1c-3,295,数据误差超限
DATA:M1c-3,296,数据误差超限
DATA:M1c-3,297,数据误差超限
DATA:M1c-3,298,数据误差超限
DATA:M1c-3,299,数据误差超限
DATA:M1c-3,300,数据误差超限
DATA:M1c-3,301,数据误差超限
DATA:M1c-3,302,数据误差超限
DATA:M1c-3,303,数据误差超限
DATA:M1c-3,304,数据误差超限
DATA:M1c-3,305,数据误差超限
DATA:M1c-3,306,数据误差超限
DATA:M1c-3,307,数据误差超限
DATA:M1c-3,308,数据误差超限
DATA:M1c-3,309,数据误差超限
DATA:M1c-3,310,数据误差超限
DATA:M1c-3,311,数据误差超限
DATA:M1c-3,312,数据误差超限
DATA:M1c-3,313,数据误差超限
DATA:M1c-3,314,数据误差超限
DATA:M1c-3,315,数据误差超限
DATA:M1c-3,316,数据误差超限
DATA:M1c-3,317,数据误差超限
DATA:M1c-3,318,数据误差超限
DATA:M1c-3,319,数据误差超限
DATA:M1c-3,320,数据误差超限
DATA:M1c-3,321,数据误差超限
DATA:M1c-3,322,数据误差超限
DATA:M1c-3,323,数据误差超限
DATA:M1c-3,324,数据误差超限
DATA:M1c-3,325,数据误差超限
DATA:M1c-3,326,数据误差超限
DATA:M1c-3,327,数据误差超限
DATA:M1c-3,328,数据误差超限
DATA:M1c-3,329,数据误差超限
DATA:M1c-3,330,数据误差超限
DATA:M1c-3,331,数据误差超限
DATA:M1c-3,332,数据误差超限
DATA:M1c-3,333,数据误差超限
DATA:M1c-3,334,数据误差超限
DATA:M1c-3,335,数据误差超限
DATA:M1c-3,336,数据误差超限
DATA:M1c-3,337,数据误差超限
DATA:M1c-3,338,数据误差超限
DATA:M1c-3,339,数据误差超限
DATA:M1c-3,340,数据误差超限
DATA:M1c-3,341,数据误差超限
DATA:M1c-3,342,数据误差超限
DATA:M1c-3,343,数据误差超限
DATA:M1c-3,344,数据误差超限
DATA:M1c-3,345,数据误差超限
DATA:M1c-3,346,数据误差超限
DATA:M1c-3,347,数据误差超限
DATA:M1c-3,348,数据误差超限
DATA:M1c-3,349,数据误差超限
DATA:M1c-3,350,数据误差超限
DATA:M1c-3,351,数据误差超限
DATA:M1c-3,352,数据误差超限
DATA:M1c-3,353,数据误差超限
DATA:M1c-3,354,数据误差超限
DATA:M1c-3,355,数据误差超限
DATA:M1c-3,356,数据误差超限
DATA:M1c-3,357,数据误差超限
DATA:M1c-3,358,数据误差超限
DATA:M1c-3,359,数据误差超限
DATA:M1c-3,360,数据误差超限
DATA:M1c-3,361,数据误差超限
DATA:M1c-3,362,数据误差超限
DATA:M1c-3,363,数据误差超限
DATA:M1c-3,364,数据误差超限
DATA:M1c-3,365,数据误差超限
DATA:M1c-3,366,数据误差超限
DATA:M1c-3,367,数据误差超限
DATA:M1c-3,368,数据误差超限
DATA:M1c-3,369,数据误差超限
DATA:M1c-3,370,数据误差超限
DATA:M1c-3,371,数据误差超限
DATA:M1c-3,372,数据误差超限
DATA:M1c-3,373,数据误差超限
DATA:M1c-3,374,数据误差超限
DATA:M1c-3,375,数据误差超限
DATA:M1c-3,376,数据误差超限
DATA:M1c-3,377,数据误差超限
DATA:M1c-3,378,数据误差超限
DATA:M1c-3,379,数据误差超限
DATA:M1c-3,380,数据误差超限
DATA:M1c-3,381,数据误差超限
DATA:M1c-3,382,数据误差超限
DATA:M1c-3,383,数据误差超限
DATA:M1c-3,384,数据误差超限
DATA:M1c-3,385,数据误差超限
DATA:M1c-3,386,数据误差超限
DATA:M1c-3,387,数据误差超限
DATA:M1c-3,388,数据误差超限
DATA:M1c-3,389,数据误差超限
DATA:M1c-3,390,数据误差超限
DATA:M1c-3,391,数据误差超限
DATA:M1c-3,392,数据误差超限
DATA:M1c-3,393,数据误差超限
DATA:M1c-3,394,数据误差超限
DATA:M1c-3,395,数据误差超限
DATA:M1c-3,396,数据误差超限
DATA:M1c-3,397,数据误差超限
DATA:M1c-3,398,数据误差超限
DATA:M1c-3,399,数据误差超限
DATA:M1c-3,400,数据误差超限
DATA:M1c-3,401,数据误差超限
DATA:M1c-3,402,数据误差超限
DATA:M1c-3,403,数据误差超限
DATA:M1c-3,404,数据误差超限
DATA:M1c-3,405,数据误差超限
DATA:M1c-3,406,数据误差超限
DATA:M1c-3,407,数据误差超限
DATA:M1c-3,408,数据误差超限
DATA:M1c-3,409,数据误差超限
DATA:M1c-3,410,数据误差超限
DATA:M1c-3,411,数据误差超限
DATA:M1c-3,412,数据误差超限
DATA:M1c-3,413,数据误差超限
DATA:M1c-3,414,数据误差超限
DATA:M1c-3,415,数据误差超限
DATA:M1c-3,416,数据误差超限
DATA:M1c-3,417,数据误差超限
DATA:M1c-3,418,数据误差超限
DATA:M1c-3,419,数据误差超限
DATA:M1c-3,420,数据误差超限
DATA:M1c-3,421,数据误差超限
DATA:M1c-3,422,数据误差超限
DATA:M1c-3,423,数据误差超限
DATA:M1c-3,424,数据误差超限
DATA:M1c-3,425,数据误差超限
DATA:M1c-3,426,数据误差超限
DATA:M1c-3,427,数据误差超限
DATA:M1c-3,428,数据误差超限
DATA:M1c-3,429,数据误差超限
DATA:M1c-3,430,数据误差超限
DATA:M1c-3,431,数据误差超限
DATA:M1c-3,432,数据误差超限
DATA:M1c-3,433,数据误差超限
DATA:M1c-3,434,数据误差超限
DATA:M1c-3,435,数据误差超限
DATA:M1c-3,436,数据误差超限
DATA:M1c-3,437,数据误差超限
DATA:M1c-3,438,数据误差超限
DATA:M1c-3,439,数据误差超限
DATA:M1c-3,440,数据误差超限
DATA:M1c-3,441,数据误差超限
DATA:M1c-3,442,数据误差超限
DATA:M1c-3,443,数据误差超限
DATA:M1c-3,444,数据误差超限
DATA:M1c-3,445,数据误差超限
DATA:M1c-3,446,数据误差超限
DATA:M1c-3,447,数据误差超限
DATA:M1c-3,448,数据误差超限
DATA:M1c-3,449,数据误差超限
DATA:M1c-3,450,数据误差超限
DATA:M1c-3,451,数据误差超限
DATA:M1c-3,452,数据误差超限
DATA:M1c-3,453,数据误差超限
DATA:M1c-3,454,数据误差超限
DATA:M1c-3,455,数据误差超限
DATA:M1c-3,456,数据误差超限
DATA:M1c-3,457,数据误差超限
DATA:M1c-3,458,数据误差超限
DATA:M1c-3,459,数据误差超限
DATA:M1c-3,460,数据误差超限
DATA:M1c-3,461,数据误差超限
DATA:M1c-3,462,数据误差超限
DATA:M1c-3,463,数据误差超限
DATA:M1c-3,464,数据误差超限
DATA:M1c-3,465,数据误差超限
DATA:M1c-3,466,数据误差超限
DATA:M1c-3,467,数据误差超限
DATA:M1c-3,468,数据误差超限
DATA:M1c-3,469,数据误差超限
DATA:M1c-3,470,数据误差超限
DATA:M1c-3,471,数据误差超限
DATA:M1c-3,472,数据误差超限
DATA:M1c-3,473,数据误差超限
DATA:M1c-3,474,数据误差超限
DATA:M1c-3,475,数据误差超限
DATA:M1c-3,476,数据误差超限
DATA:M1c-3,477,数据误差超限
DATA:M1c-3,478,数据误差超限
DATA:M1c-3,479,数据误差超限
DATA:M1c-3,480,数据误差超限
DATA:M1c-3,481,数据误差超限
DATA:M1c-3,482,数据误差超限
DATA:M1c-3,483,数据误差超限
DATA:M1c-3,484,数据误差超限
DATA:M1c-3,485,数据误差超限
DATA:M1c-3,486,数据误差超限
DATA:M1c-3,487,数据误差超限
DATA:M1c-3,488,数据误差超限
DATA:M1c-3,489,数据误差超限
DATA:M1c-3,490,数据误差超限
DATA:M1c-3,491,数据误差超限
DATA:M1c-3,492,数据误差超限
DATA:M1c-3,493,数据误差超限
DATA:M1c-3,494,数据误差超限
DATA:M1c-3,495,数据误差超限
DATA:M1c-3,496,数据误差超限
DATA:M1c-3,497,数据误差超限
DATA:M1c-3,498,数据误差超限
DATA:M1c-3,500,数据误差超限
DATA:M1c-3,501,数据误差超限
DATA:M1c-3,502,数据误差超限
DATA:M1c-3,503,数据误差超限
DATA:M1c-3,504,数据误差超限
DATA:M1c-3,505,数据误差超限
DATA:M1c-3,506,数据误差超限
DATA:M1c-3,507,数据误差超限
DATA:M1c-3,508,数据误差超限
DATA:M1c-3,509,数据误差超限
DATA:M1c-3,510,数据误差超限
DATA:M1c-3,514,数据误差超限
DATA:M1c-3,515,数据误差超限
DATA:M1c-3,516,数据误差超限
DATA:M1c-3,517,数据误差超限
DATA:M1c-3,518,数据误差超限
DATA:M1c-3,520,数据误差超限
DATA:M1c-3,521,数据误差超限
FILE:2016-12-01 09:42:32,D:\AWORK\向家坝\向家坝数据\9月数据(2016.9)\9月数据\基岩变位计、回弹仪\基岩变位计（二期）.xlsx
DATA:M1H-7,20,数据误差超限
DATA:M1H-7,21,数据误差超限
DATA:M1F-5,24,数据误差超限
DATA:M1L-4,63,数据误差超限
DATA:M1L-4,64,数据误差超限
DATA:M1L-4,65,数据误差超限
DATA:M1L-4,66,数据误差超限
DATA:M1L-4,67,数据误差超限
DATA:M1L-4,68,数据误差超限
DATA:M1L-4,69,数据误差超限
DATA:M1L-4,70,数据误差超限
DATA:M1L-4,71,数据误差超限
DATA:M1L-4,72,数据误差超限
DATA:M1L-4,73,数据误差超限
DATA:M1L-4,74,数据误差超限
DATA:M1L-4,75,数据误差超限
DATA:M1L-4,76,数据误差超限
DATA:M1L-4,77,数据误差超限
DATA:M1L-4,78,数据误差超限
DATA:M1L-4,79,数据误差超限
DATA:M1L-4,80,数据误差超限
DATA:M1L-4,81,数据误差超限
DATA:M1L-4,82,数据误差超限
DATA:M1L-4,83,数据误差超限
DATA:M1L-4,84,数据误差超限
DATA:M1L-4,85,数据误差超限
DATA:M1L-4,86,数据误差超限
DATA:M1L-4,87,数据误差超限
DATA:M1L-4,88,数据误差超限
DATA:M1L-4,89,数据误差超限
DATA:M1L-4,90,数据误差超限
DATA:M1L-4,91,数据误差超限
DATA:M1L-4,92,数据误差超限
DATA:M1L-4,93,数据误差超限
DATA:M1L-4,94,数据误差超限
DATA:M1L-4,95,数据误差超限
DATA:M1L-4,96,数据误差超限
DATA:M1L-4,97,数据误差超限
DATA:M1L-4,98,数据误差超限
DATA:M1L-4,99,数据误差超限
DATA:M1L-4,100,数据误差超限
DATA:M1L-4,101,数据误差超限
DATA:M1L-4,102,数据误差超限
DATA:M1L-4,103,数据误差超限
DATA:M1L-4,104,数据误差超限
DATA:M1L-4,105,数据误差超限
DATA:M1L-4,106,数据误差超限
DATA:M1L-4,107,数据误差超限
DATA:M1L-4,108,数据误差超限
DATA:M1L-4,109,数据误差超限
DATA:M1L-4,110,数据误差超限
DATA:M1L-4,111,数据误差超限
DATA:M1L-4,112,数据误差超限
DATA:M1L-4,113,数据误差超限
DATA:M1L-4,114,数据误差超限
DATA:M1L-4,115,数据误差超限
DATA:M1L-4,116,数据误差超限
DATA:M1L-4,117,数据误差超限
DATA:M1L-4,118,数据误差超限
DATA:M1L-4,119,数据误差超限
DATA:M1L-4,120,数据误差超限
DATA:M1L-4,121,数据误差超限
DATA:M1L-4,122,数据误差超限
DATA:M1L-4,123,数据误差超限
DATA:M1L-4,124,数据误差超限
DATA:M1L-4,125,数据误差超限
DATA:M1L-4,126,数据误差超限
DATA:M1L-4,127,数据误差超限
DATA:M1L-4,128,数据误差超限
DATA:M1L-4,129,数据误差超限
DATA:M1L-4,130,数据误差超限
DATA:M1L-4,131,数据误差超限
DATA:M1L-4,132,数据误差超限
DATA:M1L-4,133,数据误差超限
DATA:M1L-4,134,数据误差超限
DATA:M1L-4,135,数据误差超限
DATA:M1L-4,136,数据误差超限
DATA:M1L-4,137,数据误差超限
DATA:M1L-4,138,数据误差超限
DATA:M1L-4,139,数据误差超限
DATA:M1L-4,140,数据误差超限
DATA:M1L-4,141,数据误差超限
DATA:M1L-4,142,数据误差超限
DATA:M1L-4,143,数据误差超限
DATA:M1L-4,144,数据误差超限
DATA:M1L-4,145,数据误差超限
DATA:M1L-4,146,数据误差超限
DATA:M1L-4,147,数据误差超限
DATA:M1L-4,148,数据误差超限
DATA:M1L-4,149,数据误差超限
DATA:M1L-4,150,数据误差超限
DATA:M1L-4,151,数据误差超限
DATA:M1L-4,152,数据误差超限
DATA:M1L-4,153,数据误差超限
DATA:M1L-4,154,数据误差超限
DATA:M1L-4,155,数据误差超限
DATA:M1L-4,156,数据误差超限
DATA:M1L-4,157,数据误差超限
DATA:M1L-4,158,数据误差超限
DATA:M1L-4,159,数据误差超限
DATA:M1L-4,160,数据误差超限
DATA:M1L-4,161,数据误差超限
DATA:M1L-4,162,数据误差超限
DATA:M1L-4,163,数据误差超限
DATA:M1L-4,164,数据误差超限
DATA:M1L-4,165,数据误差超限
DATA:M1L-4,166,数据误差超限
DATA:M1L-4,167,数据误差超限
DATA:M1L-4,168,数据误差超限
DATA:M1L-4,169,数据误差超限
DATA:M1L-4,170,数据误差超限
DATA:M1L-4,171,数据误差超限
DATA:M1L-4,172,数据误差超限
DATA:M1L-4,173,数据误差超限
DATA:M1L-4,174,数据误差超限
DATA:M1L-4,175,数据误差超限
DATA:M1L-4,176,数据误差超限
DATA:M1L-4,177,数据误差超限
DATA:M1L-4,178,数据误差超限
DATA:M1L-4,179,数据误差超限
DATA:M1L-4,180,数据误差超限
DATA:M1L-4,181,数据误差超限
DATA:M1L-4,182,数据误差超限
DATA:M1L-4,183,数据误差超限
DATA:M1L-4,184,数据误差超限
DATA:M1L-4,185,数据误差超限
DATA:M1L-4,186,数据误差超限
DATA:M1L-4,187,数据误差超限
DATA:M1L-4,188,数据误差超限
DATA:M1L-4,189,数据误差超限
DATA:M1L-4,190,数据误差超限
DATA:M1L-4,191,数据误差超限
DATA:M1L-4,192,数据误差超限
DATA:M1L-4,193,数据误差超限
DATA:M1L-4,194,数据误差超限
DATA:M1L-4,195,数据误差超限
DATA:M1L-4,196,数据误差超限
DATA:M1L-4,197,数据误差超限
DATA:M1L-4,198,数据误差超限
DATA:M1L-4,199,数据误差超限
DATA:M1L-4,200,数据误差超限
DATA:M1L-4,201,数据误差超限
DATA:M1L-4,202,数据误差超限
DATA:M1L-4,203,数据误差超限
DATA:M1L-4,204,数据误差超限
DATA:M1L-4,205,数据误差超限
DATA:M1L-4,206,数据误差超限
DATA:M1L-4,207,数据误差超限
DATA:M1L-4,208,数据误差超限
DATA:M1L-4,209,数据误差超限
DATA:M1L-4,210,数据误差超限
DATA:M1L-4,211,数据误差超限
DATA:M1L-4,212,数据误差超限
DATA:M1L-4,213,数据误差超限
DATA:M1L-4,214,数据误差超限
DATA:M1L-4,215,数据误差超限
DATA:M1L-4,216,数据误差超限
DATA:M1L-4,217,数据误差超限
DATA:M1L-4,218,数据误差超限
DATA:M1L-4,219,数据误差超限
DATA:M1L-4,220,数据误差超限
DATA:M1L-4,221,数据误差超限
DATA:M1L-4,222,数据误差超限
DATA:M1L-4,223,数据误差超限
DATA:M1L-4,224,数据误差超限
DATA:M1L-4,225,数据误差超限
DATA:M1L-4,226,数据误差超限
DATA:M1L-4,227,数据误差超限
DATA:M1L-4,228,数据误差超限
DATA:M1L-4,229,数据误差超限
DATA:M1L-4,230,数据误差超限
DATA:M1L-4,231,数据误差超限
DATA:M1L-4,232,数据误差超限
DATA:M1L-4,233,数据误差超限
DATA:M1L-4,234,数据误差超限
DATA:M1L-4,235,数据误差超限
DATA:M1L-4,236,数据误差超限
DATA:M1L-4,237,数据误差超限
DATA:M1L-4,238,数据误差超限
DATA:M1L-4,239,数据误差超限
DATA:M1L-4,240,数据误差超限
DATA:M1L-4,241,数据误差超限
DATA:M1L-4,242,数据误差超限
DATA:M1L-4,243,数据误差超限
DATA:M1L-4,244,数据误差超限
DATA:M1L-4,245,数据误差超限
DATA:M1L-4,246,数据误差超限
DATA:M1L-4,247,数据误差超限
DATA:M1L-4,248,数据误差超限
DATA:M1L-4,249,数据误差超限
DATA:M1L-4,250,数据误差超限
DATA:M1L-4,251,数据误差超限
DATA:M1L-4,252,数据误差超限
